id,building_id,site_id,primary_use,square_feet,year_built,floor_count,meter,time_stamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
5772311,122,1,Education,83043,1991.0,6.0,0,2016-07-31 06:00:00,233.6,13.9,,9.1,,1016.5,300.0,1.5
11722444,119,1,Education,91149,2007.0,7.0,3,2016-03-03 22:00:00,0.0,6.7,,4.4,,997.6,160.0,6.2
15219678,119,1,Education,91149,2007.0,7.0,0,2016-07-09 13:00:00,602.0,22.0,,14.2,,1017.2,230.0,8.2
19377590,105,1,Education,50623,,5.0,0,2016-12-05 07:00:00,67.4,-1.0,0.0,-1.4,,1024.2,50.0,1.0
7338435,118,1,Education,138316,1960.0,8.0,0,2016-09-25 16:00:00,290.1,18.2,,7.4,,1017.6,260.0,6.7
16470914,117,1,Education,15489,2004.0,4.0,0,2016-08-23 12:00:00,84.0,28.3,0.0,14.6,,1022.2,150.0,4.6
12176542,113,1,Education,100481,1958.0,9.0,3,2016-03-21 17:00:00,69.8,9.9,,2.6,,1021.6,330.0,3.6
2009527,118,1,Education,138316,1960.0,8.0,0,2016-03-17 18:00:00,467.8,10.0,0.0,0.4,,1028.2,30.0,3.6
9219408,112,1,Education,32206,,6.0,0,2016-12-01 16:00:00,149.3,6.4,0.0,2.4,,1029.6,280.0,2.6
19090238,117,1,Education,15489,2004.0,4.0,0,2016-11-24 18:00:00,57.5,9.3,,5.0,,1024.0,60.0,4.6
8007649,119,1,Education,91149,2007.0,7.0,3,2016-10-19 10:00:00,193.4,12.4,,7.1,,1021.7,300.0,5.7
16651898,105,1,Education,50623,,5.0,0,2016-08-30 02:00:00,52.5,14.1,0.0,11.6,,1025.1,230.0,1.0
19837286,113,1,Education,100481,1958.0,9.0,3,2016-12-21 17:00:00,40.0,10.4,,7.2,,1020.6,210.0,4.1
10814430,122,1,Education,83043,1991.0,6.0,0,2016-01-28 14:00:00,388.6,9.5,,2.5,,1024.6,230.0,8.2
9677444,114,1,Education,139683,1958.0,13.0,3,2016-12-18 08:00:00,300.0,6.6,,6.6,,1037.7,250.0,1.5
14764777,119,1,Education,91149,2007.0,7.0,0,2016-06-23 06:00:00,620.0,18.4,,18.4,,1015.4,90.0,2.1
13728089,118,1,Education,138316,1960.0,8.0,0,2016-05-17 03:00:00,230.2,9.0,0.0,8.2,,1018.6,340.0,1.0
7738425,113,1,Education,100481,1958.0,9.0,0,2016-10-09 21:00:00,311.0,9.3,,7.1,,1028.8,320.0,2.1
14663891,112,1,Education,32206,,6.0,3,2016-06-19 17:00:00,0.0,17.4,,14.0,,1021.6,230.0,6.7
14304003,113,1,Education,100481,1958.0,9.0,0,2016-06-06 17:00:00,429.1,23.6,0.0,7.2,,1020.6,110.0,4.6
10757366,121,1,Education,150318,1906.0,9.0,0,2016-01-26 13:00:00,760.5,10.0,,8.2,,1014.3,210.0,10.8
3976512,121,1,Education,150318,1906.0,9.0,3,2016-05-27 23:00:00,300.0,14.2,0.0,11.9,,1017.2,60.0,3.1
7198387,125,1,Education,16802,1995.0,6.0,0,2016-09-20 17:00:00,168.2,17.8,,11.5,,1019.3,360.0,1.5
19836186,119,1,Education,91149,2007.0,7.0,3,2016-12-21 16:00:00,200.0,10.5,,6.7,,1020.1,220.0,4.1
18197953,120,1,Education,68211,1976.0,7.0,0,2016-10-23 21:00:00,191.5,10.3,,6.4,,1010.7,60.0,3.6
1725354,119,1,Education,91149,2007.0,7.0,3,2016-03-06 06:00:00,500.0,0.6,0.0,-0.4,,1006.8,290.0,3.1
14619043,119,1,Education,91149,2007.0,7.0,0,2016-06-18 03:00:00,466.0,12.0,,11.5,,1015.1,320.0,2.1
11936116,115,1,Education,129716,1968.0,6.0,0,2016-03-12 08:00:00,476.3,4.1,,4.0,,1030.8,130.0,1.5
14775579,119,1,Education,91149,2007.0,7.0,3,2016-06-23 15:00:00,100.0,20.2,,19.9,,1015.7,220.0,2.6
18737645,121,1,Education,150318,1906.0,9.0,3,2016-11-12 04:00:00,739.9,6.8,,4.8,,1017.9,130.0,3.6
666248,121,1,Education,150318,1906.0,9.0,0,2016-01-25 12:00:00,744.0,12.2,,8.5,,1018.4,190.0,5.7
6908379,107,1,Education,97532,2005.0,10.0,0,2016-09-10 09:00:00,52.0,18.1,,16.6,,1012.7,190.0,4.6
11453097,122,1,Education,83043,1991.0,6.0,0,2016-02-22 01:00:00,227.5,11.3,,10.5,,1007.8,240.0,8.2
16372521,120,1,Education,68211,1976.0,7.0,0,2016-08-19 23:00:00,150.8,16.2,,13.6,,1005.9,200.0,5.1
7277341,121,1,Education,150318,1906.0,9.0,0,2016-09-23 12:00:00,681.0,19.2,,6.9,,1025.2,200.0,3.6
19504321,117,1,Education,15489,2004.0,4.0,3,2016-12-09 22:00:00,40.0,11.0,,9.5,,1023.9,210.0,5.1
16415144,109,1,Education,56995,1953.0,6.0,3,2016-08-21 12:00:00,0.0,22.4,,12.1,,1017.2,260.0,7.7
17669778,123,1,Education,61204,1989.0,6.0,0,2016-10-05 04:00:00,106.2,12.9,0.0,8.5,,1029.2,80.0,4.6
385919,123,1,Education,61204,1989.0,6.0,0,2016-01-15 09:00:00,116.2,1.8,,-0.7,,1018.7,290.0,3.6
143631,106,1,Education,5374,,4.0,3,2016-01-06 13:00:00,10.0,7.7,,7.3,,996.3,310.0,1.5
14453246,107,1,Education,97532,2005.0,10.0,0,2016-06-12 01:00:00,416.1,16.4,,13.4,,1009.9,220.0,3.6
8886911,106,1,Education,5374,,4.0,0,2016-11-19 20:00:00,3.0,5.7,,4.9,,997.1,140.0,3.6
18276728,119,1,Education,91149,2007.0,7.0,0,2016-10-26 18:00:00,564.0,13.5,,10.6,,1029.6,260.0,2.6
10446535,114,1,Education,139683,1958.0,13.0,3,2016-01-15 05:00:00,336.3,1.5,,-0.5,,1016.7,280.0,3.6
16569167,124,1,Education,38319,1900.0,6.0,0,2016-08-27 03:00:00,20.7,16.4,,11.6,,1019.0,30.0,1.5
2754588,114,1,Education,139683,1958.0,13.0,3,2016-04-14 14:00:00,199.5,16.4,,6.4,,1008.9,150.0,4.6
696109,117,1,Education,15489,2004.0,4.0,3,2016-01-26 14:00:00,53.2,10.1,,8.8,,1013.3,210.0,11.3
86601,121,1,Education,150318,1906.0,9.0,0,2016-01-04 06:00:00,463.0,6.4,,6.0,,983.0,180.0,3.6
5245449,121,1,Education,150318,1906.0,9.0,0,2016-07-12 09:00:00,695.5,16.4,,11.1,,1011.8,230.0,4.6
1040631,125,1,Education,16802,1995.0,6.0,0,2016-02-08 03:00:00,149.5,7.7,,3.8,,984.7,240.0,9.8
1888288,107,1,Education,97532,2005.0,10.0,0,2016-03-12 20:00:00,387.2,7.3,,2.9,,1031.7,50.0,1.5
16943381,116,1,Education,37265,,5.0,0,2016-09-09 11:00:00,218.2,22.8,,14.3,,1014.7,190.0,7.7
10320832,123,1,Education,61204,1989.0,6.0,0,2016-01-10 15:00:00,98.0,7.5,,4.5,,985.4,180.0,3.6
16937580,123,1,Education,61204,1989.0,6.0,0,2016-09-09 06:00:00,109.4,17.3,,15.2,,1015.4,200.0,4.1
8901692,106,1,Education,5374,,4.0,3,2016-11-20 09:00:00,0.0,7.9,,6.9,,981.0,280.0,6.7
199642,121,1,Education,150318,1906.0,9.0,0,2016-01-08 15:00:00,692.0,8.4,0.0,5.4,,998.1,190.0,4.1
19842169,113,1,Education,100481,1958.0,9.0,3,2016-12-21 21:00:00,33.9,9.9,,8.2,,1022.2,220.0,3.6
19001615,125,1,Education,16802,1995.0,6.0,0,2016-11-21 15:00:00,247.3,11.4,,8.9,,986.1,180.0,7.2
1915076,112,1,Education,32206,,6.0,0,2016-03-13 22:00:00,27.8,4.0,,1.7,,1035.5,60.0,3.6
807116,112,1,Education,32206,,6.0,3,2016-01-30 16:00:00,180.0,6.6,,-1.4,,1010.6,270.0,6.2
14048278,119,1,Education,91149,2007.0,7.0,3,2016-05-28 13:00:00,100.0,19.1,,11.4,,1015.1,70.0,4.1
15629829,126,1,Education,21539,2004.0,5.0,0,2016-07-24 04:00:00,142.8,15.0,0.0,12.5,,1019.5,250.0,3.6
2521075,108,1,Education,81580,1913.0,5.0,0,2016-04-06 05:00:00,231.4,7.1,,4.6,,1008.6,210.0,5.7
1524927,119,1,Education,91149,2007.0,7.0,3,2016-02-27 06:00:00,300.0,3.4,,-1.3,,1008.0,50.0,3.6
18538629,116,1,Education,37265,,5.0,0,2016-11-05 02:00:00,147.9,2.8,0.0,2.6,,1005.2,210.0,2.1
15653538,120,1,Education,68211,1976.0,7.0,0,2016-07-25 01:00:00,165.0,16.2,,12.9,,1018.6,270.0,4.6
15187115,113,1,Education,100481,1958.0,9.0,0,2016-07-08 09:00:00,339.0,18.2,,14.0,,1015.3,250.0,6.2
18245292,117,1,Education,15489,2004.0,4.0,0,2016-10-25 13:00:00,67.0,12.0,,10.0,,,,1.5
17268412,121,1,Education,150318,1906.0,9.0,3,2016-09-20 23:00:00,300.0,16.1,,12.1,,1019.4,60.0,1.5
4536461,110,1,Education,27814,2006.0,8.0,0,2016-06-16 23:00:00,342.1,13.3,,13.3,,1002.2,40.0,1.0
11908410,124,1,Education,38319,1900.0,6.0,0,2016-03-11 07:00:00,54.7,0.1,0.0,0.0,,1028.2,310.0,1.0
16642781,106,1,Education,5374,,4.0,0,2016-08-29 18:00:00,0.7,23.1,0.0,8.6,,1023.1,330.0,2.1
4074704,124,1,Education,38319,1900.0,6.0,0,2016-05-31 11:00:00,71.6,11.6,,11.2,,1016.2,350.0,4.1
5688341,106,1,Education,5374,,4.0,0,2016-07-28 04:00:00,0.7,15.2,,10.9,,1015.4,330.0,1.5
3015390,109,1,Education,56995,1953.0,6.0,0,2016-04-23 21:00:00,209.4,7.3,,-1.5,,1021.2,320.0,1.5
17379315,115,1,Education,129716,1968.0,6.0,0,2016-09-24 23:00:00,432.0,18.7,0.0,11.0,,1010.8,160.0,4.1
6134336,106,1,Education,5374,,4.0,3,2016-08-13 15:00:00,0.0,24.2,,13.4,,1021.9,250.0,6.7
2532707,106,1,Education,5374,,4.0,3,2016-04-06 15:00:00,10.0,10.6,,2.6,,1006.1,260.0,9.8
6347821,112,1,Education,32206,,6.0,0,2016-08-21 08:00:00,0.0,16.9,,13.1,,1014.6,260.0,6.7
6079516,112,1,Education,32206,,6.0,3,2016-08-11 13:00:00,0.0,22.3,,11.5,,1021.5,270.0,6.7
15753813,119,1,Education,91149,2007.0,7.0,3,2016-07-28 16:00:00,0.0,19.0,,15.3,,1012.9,210.0,6.2
8351614,117,1,Education,15489,2004.0,4.0,0,2016-10-31 16:00:00,66.0,18.0,0.0,10.9,,1025.8,60.0,1.0
15925106,119,1,Education,91149,2007.0,7.0,0,2016-08-03 18:00:00,584.0,21.3,,13.1,,1006.5,230.0,8.2
12703205,106,1,Education,5374,,4.0,3,2016-04-10 10:00:00,10.0,10.9,0.0,0.8,,1008.2,120.0,7.2
8102268,121,1,Education,150318,1906.0,9.0,0,2016-10-22 18:00:00,495.5,11.7,,6.8,,1015.2,40.0,2.6
20094424,114,1,Education,139683,1958.0,13.0,0,2016-12-30 21:00:00,659.4,2.5,,2.5,,1036.0,280.0,1.5
5257336,106,1,Education,5374,,4.0,3,2016-07-12 19:00:00,0.0,15.9,,10.9,,1013.2,340.0,3.1
19557438,115,1,Education,129716,1968.0,6.0,0,2016-12-11 19:00:00,464.3,6.8,,6.1,,1025.6,260.0,2.1
6427479,110,1,Education,27814,2006.0,8.0,0,2016-08-24 05:00:00,231.6,18.3,,15.9,,1018.0,340.0,1.5
135506,113,1,Education,100481,1958.0,9.0,3,2016-01-06 04:00:00,20.0,6.2,,6.1,,991.8,110.0,1.0
15700746,112,1,Education,32206,,6.0,0,2016-07-26 18:00:00,0.0,21.2,,12.1,,1019.6,250.0,5.7
6887439,111,1,Education,118338,1909.0,7.0,0,2016-09-09 15:00:00,550.0,22.5,,16.0,,1014.2,200.0,7.7
19077316,106,1,Education,5374,,4.0,3,2016-11-24 07:00:00,17.4,10.1,,7.3,,1022.3,50.0,4.6
10058880,114,1,Education,139683,1958.0,13.0,0,2016-12-31 18:00:00,665.8,8.5,,6.6,,1028.1,220.0,3.1
8424493,106,1,Education,5374,,4.0,0,2016-11-03 06:00:00,2.0,2.0,,1.4,,1023.5,310.0,0.5
739136,119,1,Education,91149,2007.0,7.0,3,2016-01-28 04:00:00,300.0,2.9,0.0,1.1,,1021.7,240.0,3.1
3363050,113,1,Education,100481,1958.0,9.0,3,2016-05-06 04:00:00,30.0,8.6,0.0,5.3,,1013.6,350.0,1.0
1850667,114,1,Education,139683,1958.0,13.0,0,2016-03-11 06:00:00,833.5,0.0,,-0.1,,1027.8,310.0,1.0
14577142,106,1,Education,5374,,4.0,0,2016-06-16 15:00:00,0.7,16.7,,13.9,,1000.6,150.0,3.1
10614613,112,1,Education,32206,,6.0,0,2016-01-21 09:00:00,30.4,2.3,,1.1,,1022.0,110.0,1.5
11193362,109,1,Education,56995,1953.0,6.0,3,2016-02-11 11:00:00,100.0,6.2,,2.2,,1004.9,60.0,0.5
758212,111,1,Education,118338,1909.0,7.0,0,2016-01-28 21:00:00,425.3,8.9,,5.0,,1022.4,210.0,9.3
2176057,123,1,Education,61204,1989.0,6.0,0,2016-03-24 07:00:00,129.0,5.9,,3.6,,1014.8,230.0,2.1
16408261,110,1,Education,27814,2006.0,8.0,0,2016-08-21 06:00:00,309.4,15.7,,12.9,,1012.8,260.0,6.2
3680463,110,1,Education,27814,2006.0,8.0,0,2016-05-17 09:00:00,322.6,14.4,,8.6,,1018.2,240.0,3.1
5895580,119,1,Education,91149,2007.0,7.0,3,2016-08-04 17:00:00,100.0,22.4,,10.1,,1010.3,280.0,7.2
17284712,118,1,Education,138316,1960.0,8.0,0,2016-09-21 14:00:00,506.6,21.5,,12.1,,1017.1,170.0,5.1
11325826,120,1,Education,68211,1976.0,7.0,0,2016-02-16 20:00:00,146.5,3.4,,-0.2,,1030.8,150.0,3.6
5677796,107,1,Education,97532,2005.0,10.0,0,2016-07-27 19:00:00,84.3,23.0,,14.7,,1014.3,330.0,2.1
5919090,112,1,Education,32206,,6.0,3,2016-08-05 13:00:00,0.0,22.9,,10.3,,1020.7,280.0,4.1
12089002,116,1,Education,37265,,5.0,0,2016-03-18 07:00:00,146.4,3.2,,2.0,,1027.4,40.0,2.1
8464516,121,1,Education,150318,1906.0,9.0,0,2016-11-04 16:00:00,681.0,9.2,,7.9,,1006.4,220.0,2.6
11172688,117,1,Education,15489,2004.0,4.0,0,2016-02-10 15:00:00,63.5,7.9,,4.1,,998.9,270.0,4.6
1573164,124,1,Education,38319,1900.0,6.0,0,2016-02-29 04:00:00,37.0,0.8,0.0,-0.6,,1026.2,20.0,1.5
7386984,121,1,Education,150318,1906.0,9.0,0,2016-09-27 10:00:00,704.0,17.2,,13.7,,1022.2,180.0,7.2
6365504,111,1,Education,118338,1909.0,7.0,0,2016-08-21 23:00:00,366.9,17.2,,15.5,,1020.9,210.0,4.6
17477120,118,1,Education,138316,1960.0,8.0,0,2016-09-28 09:00:00,442.0,16.5,0.0,12.1,,1025.3,260.0,6.2
14098395,126,1,Education,21539,2004.0,5.0,0,2016-05-30 08:00:00,127.2,13.2,,10.5,,1016.1,360.0,4.6
11739550,116,1,Education,37265,,5.0,0,2016-03-04 14:00:00,195.2,7.8,,-0.8,,990.3,220.0,6.7
9352377,108,1,Education,81580,1913.0,5.0,0,2016-12-06 20:00:00,256.0,10.2,,8.9,,1027.4,180.0,3.1
16600499,108,1,Education,81580,1913.0,5.0,0,2016-08-28 06:00:00,208.5,17.1,,14.5,,1012.0,220.0,3.1
30673,112,1,Education,32206,,6.0,0,2016-01-02 04:00:00,21.8,9.3,,8.3,,1000.0,130.0,7.2
1042798,114,1,Education,139683,1958.0,13.0,3,2016-02-08 05:00:00,294.8,7.3,,3.2,,983.8,220.0,8.8
13228338,119,1,Education,91149,2007.0,7.0,3,2016-04-29 03:00:00,221.6,5.6,,2.4,,1009.2,250.0,6.2
18794516,111,1,Education,118338,1909.0,7.0,0,2016-11-14 05:00:00,325.6,6.7,,6.0,,1030.8,180.0,1.5
5999262,119,1,Education,91149,2007.0,7.0,0,2016-08-08 13:00:00,584.0,21.0,,7.1,,1022.0,270.0,6.7
8028588,121,1,Education,150318,1906.0,9.0,3,2016-10-20 04:00:00,500.0,9.4,,7.0,,1020.6,310.0,3.1
10817944,121,1,Education,150318,1906.0,9.0,0,2016-01-28 17:00:00,699.0,8.3,,2.3,,1024.2,220.0,6.2
67649,114,1,Education,139683,1958.0,13.0,0,2016-01-03 13:00:00,729.3,8.9,,8.2,,987.0,150.0,8.2
997263,119,1,Education,91149,2007.0,7.0,0,2016-02-06 14:00:00,509.5,12.1,,7.4,,994.9,190.0,12.4
6801462,106,1,Education,5374,,4.0,0,2016-09-06 14:00:00,0.7,23.3,,17.9,,1023.7,230.0,3.6
12561092,109,1,Education,56995,1953.0,6.0,0,2016-04-05 09:00:00,231.0,10.5,0.0,6.2,,1007.2,280.0,4.1
10230361,123,1,Education,61204,1989.0,6.0,0,2016-01-07 04:00:00,109.0,7.9,,6.3,,984.7,150.0,8.2
18252735,109,1,Education,56995,1953.0,6.0,0,2016-10-25 20:00:00,245.5,11.6,,9.8,,1025.7,40.0,1.5
8034246,113,1,Education,100481,1958.0,9.0,3,2016-10-20 09:00:00,39.8,11.9,,9.2,,1021.6,360.0,3.1
10299119,114,1,Education,139683,1958.0,13.0,0,2016-01-09 19:00:00,828.1,9.8,,8.0,,983.3,160.0,7.7
767311,119,1,Education,91149,2007.0,7.0,3,2016-01-29 05:00:00,198.5,10.1,,9.5,,1019.2,220.0,8.8
11495053,107,1,Education,97532,2005.0,10.0,0,2016-02-23 19:00:00,470.0,5.7,,-0.4,,1020.5,10.0,2.1
5952152,120,1,Education,68211,1976.0,7.0,0,2016-08-06 18:00:00,175.1,24.0,0.0,13.6,,1026.6,230.0,6.7
338459,118,1,Education,138316,1960.0,8.0,0,2016-01-13 16:00:00,531.6,6.1,,1.0,,1013.8,170.0,3.1
3746022,124,1,Education,38319,1900.0,6.0,0,2016-05-19 16:00:00,66.6,18.3,,9.9,,1012.3,210.0,6.7
8021338,109,1,Education,56995,1953.0,6.0,3,2016-10-19 22:00:00,100.0,10.5,,6.6,,1021.8,300.0,3.1
2710998,121,1,Education,150318,1906.0,9.0,0,2016-04-13 00:00:00,489.5,7.6,0.0,5.5,,1007.5,160.0,0.5
68726,108,1,Education,81580,1913.0,5.0,0,2016-01-03 14:00:00,158.5,8.9,,8.3,,984.6,140.0,9.3
883190,109,1,Education,56995,1953.0,6.0,3,2016-02-02 11:00:00,100.0,8.6,,3.6,,1014.5,260.0,8.2
11154343,106,1,Education,5374,,4.0,3,2016-02-09 22:00:00,0.0,4.7,,2.6,,988.8,240.0,8.8
1160803,122,1,Education,83043,1991.0,6.0,0,2016-02-12 17:00:00,349.5,5.4,,2.0,,995.0,60.0,3.6
12275396,119,1,Education,91149,2007.0,7.0,0,2016-03-25 18:00:00,498.3,13.1,0.0,2.0,,1015.8,240.0,4.1
5851331,117,1,Education,15489,2004.0,4.0,0,2016-08-03 03:00:00,58.1,18.9,,17.1,,1008.1,0.0,0.0
9780729,115,1,Education,129716,1968.0,6.0,0,2016-12-22 00:00:00,413.0,8.3,,6.3,,1022.8,270.0,2.1
16875579,115,1,Education,129716,1968.0,6.0,0,2016-09-07 01:00:00,453.1,18.6,,16.1,,1021.8,120.0,0.5
2090339,114,1,Education,139683,1958.0,13.0,0,2016-03-20 22:00:00,833.5,7.8,,4.6,,1024.8,360.0,1.5
17730399,124,1,Education,38319,1900.0,6.0,0,2016-10-07 07:00:00,35.2,12.0,,10.0,,,,1.5
19865504,126,1,Education,21539,2004.0,5.0,0,2016-12-22 17:00:00,102.2,8.1,,3.8,,1029.1,220.0,4.6
3690326,105,1,Education,50623,,5.0,0,2016-05-17 17:00:00,113.9,15.8,,9.0,,1014.1,240.0,7.7
13103889,122,1,Education,83043,1991.0,6.0,0,2016-04-24 16:00:00,238.3,9.3,,-0.2,,1020.0,340.0,3.1
16930653,116,1,Education,37265,,5.0,0,2016-09-09 00:00:00,156.5,15.6,,13.0,,1015.8,180.0,3.6
18248387,114,1,Education,139683,1958.0,13.0,0,2016-10-25 16:00:00,1165.6,14.1,,9.6,,1023.7,80.0,1.5
2795243,118,1,Education,138316,1960.0,8.0,0,2016-04-16 01:00:00,274.8,6.8,,5.6,,999.4,320.0,3.6
7363719,117,1,Education,15489,2004.0,4.0,0,2016-09-26 14:00:00,69.5,18.1,,10.8,,1021.6,220.0,6.2
15609108,121,1,Education,150318,1906.0,9.0,3,2016-07-23 10:00:00,300.0,24.8,0.0,16.0,,1020.4,190.0,2.1
8558243,108,1,Education,81580,1913.0,5.0,0,2016-11-08 00:00:00,236.0,2.2,0.0,0.9,,1014.0,300.0,3.1
9763078,117,1,Education,15489,2004.0,4.0,0,2016-12-21 09:00:00,51.0,9.6,,8.7,,1019.1,210.0,5.7
15323808,112,1,Education,32206,,6.0,0,2016-07-13 06:00:00,0.0,12.8,,9.5,,1016.5,300.0,3.1
1607106,109,1,Education,56995,1953.0,6.0,0,2016-03-01 15:00:00,359.5,12.7,,10.2,,1007.0,260.0,6.7
12117587,108,1,Education,81580,1913.0,5.0,0,2016-03-19 10:00:00,231.4,7.0,,3.7,,1026.7,50.0,4.6
3560756,122,1,Education,83043,1991.0,6.0,0,2016-05-13 04:00:00,231.0,11.3,,9.8,,1006.6,20.0,4.1
11214538,110,1,Education,27814,2006.0,8.0,0,2016-02-12 08:00:00,303.6,3.1,,2.4,,994.8,90.0,3.1
3077519,114,1,Education,139683,1958.0,13.0,0,2016-04-26 02:00:00,698.3,3.7,,1.4,,1007.8,290.0,4.1
17303961,113,1,Education,100481,1958.0,9.0,0,2016-09-22 06:00:00,346.5,14.5,,12.1,,1018.0,210.0,3.6
13013815,111,1,Education,118338,1909.0,7.0,0,2016-04-21 11:00:00,507.0,14.7,,6.3,,1023.8,70.0,5.7
11844004,112,1,Education,32206,,6.0,0,2016-03-08 19:00:00,27.8,6.2,,5.6,,1010.9,170.0,5.1
2695856,110,1,Education,27814,2006.0,8.0,0,2016-04-12 11:00:00,296.1,14.2,,6.6,,1006.7,230.0,3.1
17157546,117,1,Education,15489,2004.0,4.0,0,2016-09-17 01:00:00,36.5,12.9,,10.1,,1018.4,300.0,5.1
11351503,118,1,Education,138316,1960.0,8.0,0,2016-02-17 21:00:00,351.4,4.8,,4.5,,1010.2,170.0,4.1
18748614,123,1,Education,61204,1989.0,6.0,0,2016-11-12 14:00:00,103.5,10.5,,9.9,,1014.1,140.0,2.6
5925154,109,1,Education,56995,1953.0,6.0,0,2016-08-05 18:00:00,311.1,21.9,,13.0,,1020.8,250.0,4.1
13060044,118,1,Education,138316,1960.0,8.0,0,2016-04-23 02:00:00,296.4,5.2,,4.0,,1019.9,10.0,2.6
16744871,126,1,Education,21539,2004.0,5.0,0,2016-09-02 10:00:00,163.6,19.2,,13.5,,1019.2,230.0,5.7
17566824,122,1,Education,83043,1991.0,6.0,0,2016-10-01 13:00:00,266.7,13.6,,10.8,,1004.9,200.0,2.6
16126724,119,1,Education,91149,2007.0,7.0,0,2016-08-11 01:00:00,555.5,16.3,,12.3,,1023.2,270.0,4.6
7398749,119,1,Education,91149,2007.0,7.0,0,2016-09-27 20:00:00,618.4,16.9,,15.4,,1024.2,210.0,4.6
17111642,125,1,Education,16802,1995.0,6.0,0,2016-09-15 09:00:00,209.4,22.1,0.0,17.3,,1009.8,20.0,2.6
8613368,109,1,Education,56995,1953.0,6.0,0,2016-11-09 23:00:00,183.2,5.2,,4.3,,1006.2,270.0,2.6
12135704,115,1,Education,129716,1968.0,6.0,0,2016-03-20 03:00:00,476.3,5.6,,2.2,,1025.5,40.0,4.1
9585954,106,1,Education,5374,,4.0,0,2016-12-15 03:00:00,3.0,6.7,,6.6,,1020.4,120.0,2.1
4020301,117,1,Education,15489,2004.0,4.0,0,2016-05-29 13:00:00,41.5,16.3,,10.6,,1013.6,10.0,4.6
13597817,108,1,Education,81580,1913.0,5.0,0,2016-05-12 10:00:00,227.0,17.6,,12.8,,1002.0,30.0,4.1
12222431,110,1,Education,27814,2006.0,8.0,0,2016-03-23 16:00:00,296.1,9.7,,1.7,,1016.7,260.0,3.1
8664183,109,1,Education,56995,1953.0,6.0,0,2016-11-11 18:00:00,250.5,6.5,,2.5,,1023.3,170.0,2.1
12731395,105,1,Education,50623,,5.0,0,2016-04-11 10:00:00,75.1,13.9,,9.0,,1005.1,100.0,4.6
11161285,126,1,Education,21539,2004.0,5.0,0,2016-02-10 04:00:00,99.0,4.3,,2.3,,992.3,260.0,5.7
6646529,122,1,Education,83043,1991.0,6.0,0,2016-09-01 02:00:00,252.3,13.8,,11.3,,1022.6,270.0,1.5
14533825,106,1,Education,5374,,4.0,0,2016-06-15 02:00:00,0.7,12.8,,11.3,,995.2,240.0,3.6
1538356,109,1,Education,56995,1953.0,6.0,3,2016-02-27 20:00:00,0.0,4.0,,-2.8,,1014.6,40.0,5.1
18983821,113,1,Education,100481,1958.0,9.0,0,2016-11-21 00:00:00,343.8,5.3,,4.7,,994.6,50.0,3.6
8945409,105,1,Education,50623,,5.0,0,2016-11-21 22:00:00,72.7,10.4,,9.2,,987.4,150.0,3.6
19542161,124,1,Education,38319,1900.0,6.0,0,2016-12-11 06:00:00,14.0,3.9,0.0,3.4,,1024.1,260.0,3.6
15793862,110,1,Education,27814,2006.0,8.0,0,2016-07-30 02:00:00,338.6,16.8,,14.1,,1012.5,300.0,1.5
18603407,123,1,Education,61204,1989.0,6.0,0,2016-11-07 10:00:00,157.6,7.3,,2.9,,1012.3,360.0,5.1
3805436,123,1,Education,61204,1989.0,6.0,0,2016-05-21 19:00:00,103.6,15.8,,12.9,,1006.1,170.0,4.1
19393718,125,1,Education,16802,1995.0,6.0,0,2016-12-05 23:00:00,170.2,1.6,0.0,0.6,,1026.2,70.0,1.0
12106224,124,1,Education,38319,1900.0,6.0,0,2016-03-18 23:00:00,23.1,6.3,,2.9,,1026.8,40.0,4.1
19972669,106,1,Education,5374,,4.0,3,2016-12-26 13:00:00,0.0,8.2,0.0,0.6,,1033.7,280.0,5.1
3990118,125,1,Education,16802,1995.0,6.0,0,2016-05-28 11:00:00,160.4,17.0,,10.2,,1015.8,90.0,3.6
11715682,115,1,Education,129716,1968.0,6.0,0,2016-03-03 15:00:00,654.3,8.2,,3.3,,1005.6,250.0,4.6
6034341,118,1,Education,138316,1960.0,8.0,0,2016-08-09 21:00:00,242.8,15.3,,5.4,,1025.2,320.0,3.6
2395819,109,1,Education,56995,1953.0,6.0,3,2016-04-01 17:00:00,0.0,11.2,0.0,0.3,,1017.2,190.0,7.2
12124779,119,1,Education,91149,2007.0,7.0,3,2016-03-19 17:00:00,300.0,7.8,,2.9,,1025.9,50.0,4.6
4060774,119,1,Education,91149,2007.0,7.0,3,2016-05-30 23:00:00,100.0,13.9,,8.3,,1016.1,350.0,4.6
8941966,119,1,Education,91149,2007.0,7.0,3,2016-11-21 19:00:00,170.7,10.9,,8.8,,987.4,170.0,4.6
9344898,116,1,Education,37265,,5.0,0,2016-12-06 13:00:00,224.5,9.0,,8.6,,1027.2,150.0,2.6
11168071,122,1,Education,83043,1991.0,6.0,0,2016-02-10 10:00:00,346.1,6.0,,3.6,,996.1,290.0,4.6
13565486,106,1,Education,5374,,4.0,0,2016-05-11 06:00:00,0.7,14.8,,14.8,,1003.3,70.0,3.1
12227514,119,1,Education,91149,2007.0,7.0,0,2016-03-23 21:00:00,498.3,8.9,,2.5,,1016.4,230.0,1.0
